Strain,Rec,date,transfer,plateID,wellID,wellCol,wellRow,Treatment,Replicate,Environment,OD
AB13,Rec-,290720,T01,RIF AB3 SHIFT 2,B6,6,B,RIF only,6,R,0.81
AB13,Rec-,290720,T01,RIF AB3 SHIFT 2,C1,1,C,RIF only,7,X,1.025
AB13,Rec-,290720,T01,RIF AB3 SHIFT 2,C2,2,C,RIF only,7,X,1
AB13,Rec-,290720,T01,RIF AB3 SHIFT 2,C3,3,C,RIF only,7,X,0.971
AB13,Rec-,290720,T01,RIF AB3 SHIFT 2,C4,4,C,RIF only,7,R,0.941
AB13,Rec-,290720,T01,RIF AB3 SHIFT 2,C5,5,C,RIF only,7,R,0.925
AB13,Rec-,290720,T01,RIF AB3 SHIFT 2,C6,6,C,RIF only,7,R,0.885
AB13,Rec-,290720,T01,RIF AB3 SHIFT 2,D1,1,D,RIF only,8,X,1.11
AB13,Rec-,290720,T01,RIF AB3 SHIFT 2,D2,2,D,RIF only,8,X,1.098
AB13,Rec-,290720,T01,RIF AB3 SHIFT 2,D3,3,D,RIF only,8,X,1.099
AB13,Rec-,290720,T01,RIF AB3 SHIFT 2,D4,4,D,RIF only,8,R,0.942
AB13,Rec-,290720,T01,RIF AB3 SHIFT 2,D5,5,D,RIF only,8,R,0.915
AB13,Rec-,290720,T01,RIF AB3 SHIFT 2,D6,6,D,RIF only,8,R,0.863
AB13,Rec-,290720,T01,MIX AB3 SHIFT 2,A1,1,A,Mixed,5,X,0.943
AB13,Rec-,290720,T01,MIX AB3 SHIFT 2,A2,2,A,Mixed,5,X,0.901
AB13,Rec-,290720,T01,MIX AB3 SHIFT 2,A3,3,A,Mixed,5,X,0.871
AB13,Rec-,290720,T01,MIX AB3 SHIFT 2,A4,4,A,Mixed,5,S,0.854
AB13,Rec-,290720,T01,MIX AB3 SHIFT 2,A5,5,A,Mixed,5,R,0.939
AB13,Rec-,290720,T01,MIX AB3 SHIFT 2,A6,6,A,Mixed,5,B,0.073
AB13,Rec-,290720,T01,MIX AB3 SHIFT 2,B1,1,B,Mixed,6,X,0.953
AB13,Rec-,290720,T01,MIX AB3 SHIFT 2,B2,2,B,Mixed,6,X,0.939
AB13,Rec-,290720,T01,MIX AB3 SHIFT 2,B3,3,B,Mixed,6,X,0.898
AB13,Rec-,290720,T01,MIX AB3 SHIFT 2,B4,4,B,Mixed,6,S,0.893
AB13,Rec-,290720,T01,MIX AB3 SHIFT 2,B5,5,B,Mixed,6,R,0.99
AB13,Rec-,290720,T01,MIX AB3 SHIFT 2,B6,6,B,Mixed,6,B,0.082
AB13,Rec-,290720,T01,MIX AB3 SHIFT 2,C1,1,C,Mixed,7,X,0.94
AB13,Rec-,290720,T01,MIX AB3 SHIFT 2,C2,2,C,Mixed,7,X,0.933
AB13,Rec-,290720,T01,MIX AB3 SHIFT 2,C3,3,C,Mixed,7,X,0.91
AB13,Rec-,290720,T01,MIX AB3 SHIFT 2,C4,4,C,Mixed,7,S,0.88
AB13,Rec-,290720,T01,MIX AB3 SHIFT 2,C5,5,C,Mixed,7,R,0.975
AB13,Rec-,290720,T01,MIX AB3 SHIFT 2,C6,6,C,Mixed,7,B,0.076
AB13,Rec-,290720,T01,MIX AB3 SHIFT 2,D1,1,D,Mixed,8,X,0.971
AB13,Rec-,290720,T01,MIX AB3 SHIFT 2,D2,2,D,Mixed,8,X,0.908
AB13,Rec-,290720,T01,MIX AB3 SHIFT 2,D3,3,D,Mixed,8,X,0.912
AB13,Rec-,290720,T01,MIX AB3 SHIFT 2,D4,4,D,Mixed,8,S,0.88
AB13,Rec-,290720,T01,MIX AB3 SHIFT 2,D5,5,D,Mixed,8,R,0.974
AB13,Rec-,290720,T01,MIX AB3 SHIFT 2,D6,6,D,Mixed,8,B,0.078
AB13,Rec-,290720,T01,CMB AB3 SHIFT 2,A1,1,A,Combination,5,X,0.907
AB13,Rec-,290720,T01,CMB AB3 SHIFT 2,A2,2,A,Combination,5,X,0.889
AB13,Rec-,290720,T01,CMB AB3 SHIFT 2,A3,3,A,Combination,5,X,0.893
AB13,Rec-,290720,T01,CMB AB3 SHIFT 2,A4,4,A,Combination,5,B,0.072
AB13,Rec-,290720,T01,CMB AB3 SHIFT 2,A5,5,A,Combination,5,B,0.07
AB13,Rec-,290720,T01,CMB AB3 SHIFT 2,A6,6,A,Combination,5,B,0.069
AB13,Rec-,290720,T01,CMB AB3 SHIFT 2,B1,1,B,Combination,6,X,0.94
AB13,Rec-,290720,T01,CMB AB3 SHIFT 2,B2,2,B,Combination,6,X,0.916
AB13,Rec-,290720,T01,CMB AB3 SHIFT 2,B3,3,B,Combination,6,X,0.943
AB13,Rec-,290720,T01,CMB AB3 SHIFT 2,B4,4,B,Combination,6,B,0.071
AB13,Rec-,290720,T01,CMB AB3 SHIFT 2,B5,5,B,Combination,6,B,0.07
AB13,Rec-,290720,T01,CMB AB3 SHIFT 2,B6,6,B,Combination,6,B,0.07
AB13,Rec-,290720,T01,CMB AB3 SHIFT 2,C1,1,C,Combination,7,X,0.061
AB13,Rec-,290720,T01,CMB AB3 SHIFT 2,C2,2,C,Combination,7,X,0.921
AB13,Rec-,290720,T01,CMB AB3 SHIFT 2,C3,3,C,Combination,7,X,0.964
AB13,Rec-,290720,T01,CMB AB3 SHIFT 2,C4,4,C,Combination,7,B,0.074
AB13,Rec-,290720,T01,CMB AB3 SHIFT 2,C5,5,C,Combination,7,B,0.081
AB13,Rec-,290720,T01,CMB AB3 SHIFT 2,C6,6,C,Combination,7,B,0.069
AB13,Rec-,290720,T01,CMB AB3 SHIFT 2,D1,1,D,Combination,8,X,0.997
AB13,Rec-,290720,T01,CMB AB3 SHIFT 2,D2,2,D,Combination,8,X,0.918
AB13,Rec-,290720,T01,CMB AB3 SHIFT 2,D3,3,D,Combination,8,X,0.987
AB13,Rec-,290720,T01,CMB AB3 SHIFT 2,D4,4,D,Combination,8,B,0.07
AB13,Rec-,290720,T01,CMB AB3 SHIFT 2,D5,5,D,Combination,8,B,0.071
AB13,Rec-,290720,T01,CMB AB3 SHIFT 2,D6,6,D,Combination,8,B,0.071
AB13,Rec-,290720,T01,NOD 1 SHIFT 2,A1,1,A,No drug,5,X,0
AB13,Rec-,290720,T01,NOD 1 SHIFT 2,A2,2,A,No drug,5,X,0
AB13,Rec-,290720,T01,NOD 1 SHIFT 2,A3,3,A,No drug,5,X,0
AB13,Rec-,290720,T01,NOD 1 SHIFT 2,A4,4,A,No drug,5,X,0
AB13,Rec-,290720,T01,NOD 1 SHIFT 2,A5,5,A,No drug,5,X,0
AB13,Rec-,290720,T01,NOD 1 SHIFT 2,A6,6,A,No drug,5,X,0
AB13,Rec-,290720,T01,NOD 1 SHIFT 2,B1,1,B,No drug,6,X,0
AB13,Rec-,290720,T01,NOD 1 SHIFT 2,B2,2,B,No drug,6,X,0
AB13,Rec-,290720,T01,NOD 1 SHIFT 2,B3,3,B,No drug,6,X,0
AB13,Rec-,290720,T01,NOD 1 SHIFT 2,B4,4,B,No drug,6,X,0
AB13,Rec-,290720,T01,NOD 1 SHIFT 2,B5,5,B,No drug,6,X,0
AB13,Rec-,290720,T01,NOD 1 SHIFT 2,B6,6,B,No drug,6,X,0
AB13,Rec-,290720,T01,NOD 1 SHIFT 2,C1,1,C,No drug,7,X,0.939
AB13,Rec-,290720,T01,NOD 1 SHIFT 2,C2,2,C,No drug,7,X,0.95
AB13,Rec-,290720,T01,NOD 1 SHIFT 2,C3,3,C,No drug,7,X,0.933
AB13,Rec-,290720,T01,NOD 1 SHIFT 2,C4,4,C,No drug,7,X,0.97
AB13,Rec-,290720,T01,NOD 1 SHIFT 2,C5,5,C,No drug,7,X,1.009
AB13,Rec-,290720,T01,NOD 1 SHIFT 2,C6,6,C,No drug,7,X,1.056
AB13,Rec-,290720,T01,NOD 1 SHIFT 2,D1,1,D,No drug,8,X,0.943
AB13,Rec-,290720,T01,NOD 1 SHIFT 2,D2,2,D,No drug,8,X,0.931
AB13,Rec-,290720,T01,NOD 1 SHIFT 2,D3,3,D,No drug,8,X,0.947
AB13,Rec-,290720,T01,NOD 1 SHIFT 2,D4,4,D,No drug,8,X,0.98
AB13,Rec-,290720,T01,NOD 1 SHIFT 2,D5,5,D,No drug,8,X,1.009
AB13,Rec-,290720,T01,NOD 1 SHIFT 2,D6,6,D,No drug,8,X,1.042
AB13,Rec-,300720,T02,STR AB3 SHIFT 1,A1,1,A,STP only,1,X,1.014
AB13,Rec-,300720,T02,STR AB3 SHIFT 1,A2,2,A,STP only,1,X,0.974
AB13,Rec-,300720,T02,STR AB3 SHIFT 1,A3,3,A,STP only,1,X,0.934
AB13,Rec-,300720,T02,STR AB3 SHIFT 1,A4,4,A,STP only,1,S,0.837
AB13,Rec-,300720,T02,STR AB3 SHIFT 1,A5,5,A,STP only,1,S,0.813
AB13,Rec-,300720,T02,STR AB3 SHIFT 1,A6,6,A,STP only,1,S,0.908
AB13,Rec-,300720,T02,STR AB3 SHIFT 1,B1,1,B,STP only,2,X,0.985
AB13,Rec-,300720,T02,STR AB3 SHIFT 1,B2,2,B,STP only,2,X,0.956
AB13,Rec-,300720,T02,STR AB3 SHIFT 1,B3,3,B,STP only,2,X,0.886
AB13,Rec-,300720,T02,STR AB3 SHIFT 1,B4,4,B,STP only,2,S,0.829
AB13,Rec-,300720,T02,STR AB3 SHIFT 1,B5,5,B,STP only,2,S,0.838
AB13,Rec-,300720,T02,STR AB3 SHIFT 1,B6,6,B,STP only,2,S,0.923
AB13,Rec-,300720,T02,STR AB3 SHIFT 1,C1,1,C,STP only,3,X,0.98
AB13,Rec-,300720,T02,STR AB3 SHIFT 1,C2,2,C,STP only,3,X,0.94
AB13,Rec-,300720,T02,STR AB3 SHIFT 1,C3,3,C,STP only,3,X,0.878
AB13,Rec-,300720,T02,STR AB3 SHIFT 1,C4,4,C,STP only,3,S,0.842
AB13,Rec-,300720,T02,STR AB3 SHIFT 1,C5,5,C,STP only,3,S,0.834
AB13,Rec-,300720,T02,STR AB3 SHIFT 1,C6,6,C,STP only,3,S,0.901
AB13,Rec-,300720,T02,STR AB3 SHIFT 1,D1,1,D,STP only,4,X,1.007
AB13,Rec-,300720,T02,STR AB3 SHIFT 1,D2,2,D,STP only,4,X,0.952
AB13,Rec-,300720,T02,STR AB3 SHIFT 1,D3,3,D,STP only,4,X,0.899
AB13,Rec-,300720,T02,STR AB3 SHIFT 1,D4,4,D,STP only,4,S,0.841
AB13,Rec-,300720,T02,STR AB3 SHIFT 1,D5,5,D,STP only,4,S,0.835
AB13,Rec-,300720,T02,STR AB3 SHIFT 1,D6,6,D,STP only,4,S,0.836
AB13,Rec-,300720,T02,RIF AB3 SHIFT 1,A1,1,A,RIF only,1,X,0.988
AB13,Rec-,300720,T02,RIF AB3 SHIFT 1,A2,2,A,RIF only,1,X,0.956
AB13,Rec-,300720,T02,RIF AB3 SHIFT 1,A3,3,A,RIF only,1,X,0.897
AB13,Rec-,300720,T02,RIF AB3 SHIFT 1,A4,4,A,RIF only,1,R,0.826
AB13,Rec-,300720,T02,RIF AB3 SHIFT 1,A5,5,A,RIF only,1,R,0.795
AB13,Rec-,300720,T02,RIF AB3 SHIFT 1,A6,6,A,RIF only,1,R,0.817
AB13,Rec-,300720,T02,RIF AB3 SHIFT 1,B1,1,B,RIF only,2,X,0.991
AB13,Rec-,300720,T02,RIF AB3 SHIFT 1,B2,2,B,RIF only,2,X,0.954
AB13,Rec-,300720,T02,RIF AB3 SHIFT 1,B3,3,B,RIF only,2,X,0.896
AB13,Rec-,300720,T02,RIF AB3 SHIFT 1,B4,4,B,RIF only,2,R,0.871
AB13,Rec-,300720,T02,RIF AB3 SHIFT 1,B5,5,B,RIF only,2,R,0.837
AB13,Rec-,300720,T02,RIF AB3 SHIFT 1,B6,6,B,RIF only,2,R,0.837
AB13,Rec-,300720,T02,RIF AB3 SHIFT 1,C1,1,C,RIF only,3,X,1
AB13,Rec-,300720,T02,RIF AB3 SHIFT 1,C2,2,C,RIF only,3,X,0.959
AB13,Rec-,300720,T02,RIF AB3 SHIFT 1,C3,3,C,RIF only,3,X,0.916
AB13,Rec-,300720,T02,RIF AB3 SHIFT 1,C4,4,C,RIF only,3,R,0.85
AB13,Rec-,300720,T02,RIF AB3 SHIFT 1,C5,5,C,RIF only,3,R,0.846
AB13,Rec-,300720,T02,RIF AB3 SHIFT 1,C6,6,C,RIF only,3,R,0.906
AB13,Rec-,300720,T02,RIF AB3 SHIFT 1,D1,1,D,RIF only,4,X,1.04
AB13,Rec-,300720,T02,RIF AB3 SHIFT 1,D2,2,D,RIF only,4,X,0.996
AB13,Rec-,300720,T02,RIF AB3 SHIFT 1,D3,3,D,RIF only,4,X,0.908
AB13,Rec-,300720,T02,RIF AB3 SHIFT 1,D4,4,D,RIF only,4,R,0.838
AB13,Rec-,300720,T02,RIF AB3 SHIFT 1,D5,5,D,RIF only,4,R,0.878
AB13,Rec-,300720,T02,RIF AB3 SHIFT 1,D6,6,D,RIF only,4,R,0.916
AB13,Rec-,300720,T02,MIX AB3 SHIFT 1,A1,1,A,Mixed,1,X,1.005
AB13,Rec-,300720,T02,MIX AB3 SHIFT 1,A2,2,A,Mixed,1,X,0.981
AB13,Rec-,300720,T02,MIX AB3 SHIFT 1,A3,3,A,Mixed,1,X,0.976
AB13,Rec-,300720,T02,MIX AB3 SHIFT 1,A4,4,A,Mixed,1,S,0.915
AB13,Rec-,300720,T02,MIX AB3 SHIFT 1,A5,5,A,Mixed,1,R,0.908
AB13,Rec-,300720,T02,MIX AB3 SHIFT 1,A6,6,A,Mixed,1,B,0.064
AB13,Rec-,300720,T02,MIX AB3 SHIFT 1,B1,1,B,Mixed,2,X,0.943
AB13,Rec-,300720,T02,MIX AB3 SHIFT 1,B2,2,B,Mixed,2,X,0.95
AB13,Rec-,300720,T02,MIX AB3 SHIFT 1,B3,3,B,Mixed,2,X,0.927
AB13,Rec-,300720,T02,MIX AB3 SHIFT 1,B4,4,B,Mixed,2,S,0.881
AB13,Rec-,300720,T02,MIX AB3 SHIFT 1,B5,5,B,Mixed,2,R,0.877
AB13,Rec-,300720,T02,MIX AB3 SHIFT 1,B6,6,B,Mixed,2,B,0.064
AB13,Rec-,300720,T02,MIX AB3 SHIFT 1,C1,1,C,Mixed,3,X,0.929
AB13,Rec-,300720,T02,MIX AB3 SHIFT 1,C2,2,C,Mixed,3,X,0.931
AB13,Rec-,300720,T02,MIX AB3 SHIFT 1,C3,3,C,Mixed,3,X,0.922
AB13,Rec-,300720,T02,MIX AB3 SHIFT 1,C4,4,C,Mixed,3,S,0.863
AB13,Rec-,300720,T02,MIX AB3 SHIFT 1,C5,5,C,Mixed,3,R,0.845
AB13,Rec-,300720,T02,MIX AB3 SHIFT 1,C6,6,C,Mixed,3,B,0.066
AB13,Rec-,300720,T02,MIX AB3 SHIFT 1,D1,1,D,Mixed,4,X,0.941
AB13,Rec-,300720,T02,MIX AB3 SHIFT 1,D2,2,D,Mixed,4,X,0.903
AB13,Rec-,300720,T02,MIX AB3 SHIFT 1,D3,3,D,Mixed,4,X,0.896
AB13,Rec-,300720,T02,MIX AB3 SHIFT 1,D4,4,D,Mixed,4,S,0.838
AB13,Rec-,300720,T02,MIX AB3 SHIFT 1,D5,5,D,Mixed,4,R,0.827
AB13,Rec-,300720,T02,MIX AB3 SHIFT 1,D6,6,D,Mixed,4,B,0.065
AB13,Rec-,300720,T02,CMB AB3 SHIFT 1,A1,1,A,Combination,1,X,0.975
AB13,Rec-,300720,T02,CMB AB3 SHIFT 1,A2,2,A,Combination,1,X,0.905
AB13,Rec-,300720,T02,CMB AB3 SHIFT 1,A3,3,A,Combination,1,X,0.923
AB13,Rec-,300720,T02,CMB AB3 SHIFT 1,A4,4,A,Combination,1,B,0.068
AB13,Rec-,300720,T02,CMB AB3 SHIFT 1,A5,5,A,Combination,1,B,0.065
AB13,Rec-,300720,T02,CMB AB3 SHIFT 1,A6,6,A,Combination,1,B,0.068
AB13,Rec-,300720,T02,CMB AB3 SHIFT 1,B1,1,B,Combination,2,X,0.945
AB13,Rec-,300720,T02,CMB AB3 SHIFT 1,B2,2,B,Combination,2,X,0.91
AB13,Rec-,300720,T02,CMB AB3 SHIFT 1,B3,3,B,Combination,2,X,0.907
AB13,Rec-,300720,T02,CMB AB3 SHIFT 1,B4,4,B,Combination,2,B,0.066
AB13,Rec-,300720,T02,CMB AB3 SHIFT 1,B5,5,B,Combination,2,B,0.063
AB13,Rec-,300720,T02,CMB AB3 SHIFT 1,B6,6,B,Combination,2,B,0.063
AB13,Rec-,300720,T02,CMB AB3 SHIFT 1,C1,1,C,Combination,3,X,0.997
AB13,Rec-,300720,T02,CMB AB3 SHIFT 1,C2,2,C,Combination,3,X,0.946
AB13,Rec-,300720,T02,CMB AB3 SHIFT 1,C3,3,C,Combination,3,X,0.93
AB13,Rec-,300720,T02,CMB AB3 SHIFT 1,C4,4,C,Combination,3,B,0.073
AB13,Rec-,300720,T02,CMB AB3 SHIFT 1,C5,5,C,Combination,3,B,0.07
AB13,Rec-,300720,T02,CMB AB3 SHIFT 1,C6,6,C,Combination,3,B,0.066
AB13,Rec-,300720,T02,CMB AB3 SHIFT 1,D1,1,D,Combination,4,X,1.207
AB13,Rec-,300720,T02,CMB AB3 SHIFT 1,D2,2,D,Combination,4,X,1.058
AB13,Rec-,300720,T02,CMB AB3 SHIFT 1,D3,3,D,Combination,4,X,0.988
AB13,Rec-,300720,T02,CMB AB3 SHIFT 1,D4,4,D,Combination,4,B,0.064
AB13,Rec-,300720,T02,CMB AB3 SHIFT 1,D5,5,D,Combination,4,B,0.066
AB13,Rec-,300720,T02,CMB AB3 SHIFT 1,D6,6,D,Combination,4,B,0.064
AB13,Rec-,300720,T02,NOD SHIFT 1,A1,1,A,No drug,1,X,1.408
AB13,Rec-,300720,T02,NOD SHIFT 1,A2,2,A,No drug,1,X,1.411
AB13,Rec-,300720,T02,NOD SHIFT 1,A3,3,A,No drug,1,X,1.211
AB13,Rec-,300720,T02,NOD SHIFT 1,A4,4,A,No drug,1,X,1.006
AB13,Rec-,300720,T02,NOD SHIFT 1,A5,5,A,No drug,1,X,0.986
AB13,Rec-,300720,T02,NOD SHIFT 1,A6,6,A,No drug,1,X,1.07
AB13,Rec-,300720,T02,NOD SHIFT 1,B1,1,B,No drug,2,X,1.576
AB13,Rec-,300720,T02,NOD SHIFT 1,B2,2,B,No drug,2,X,1.617
AB13,Rec-,300720,T02,NOD SHIFT 1,B3,3,B,No drug,2,X,1.458
AB13,Rec-,300720,T02,NOD SHIFT 1,B4,4,B,No drug,2,X,1.353
AB13,Rec-,300720,T02,NOD SHIFT 1,B5,5,B,No drug,2,X,1.07
AB13,Rec-,300720,T02,NOD SHIFT 1,B6,6,B,No drug,2,X,1.008
AB13,Rec-,300720,T02,NOD SHIFT 1,C1,1,C,No drug,3,X,0.953
AB13,Rec-,300720,T02,NOD SHIFT 1,C2,2,C,No drug,3,X,0.943
AB13,Rec-,300720,T02,NOD SHIFT 1,C3,3,C,No drug,3,X,0.937
AB13,Rec-,300720,T02,NOD SHIFT 1,C4,4,C,No drug,3,X,0.913
AB13,Rec-,300720,T02,NOD SHIFT 1,C5,5,C,No drug,3,X,0.903
AB13,Rec-,300720,T02,NOD SHIFT 1,C6,6,C,No drug,3,X,0.937
AB13,Rec-,300720,T02,NOD SHIFT 1,D1,1,D,No drug,4,X,1.025
AB13,Rec-,300720,T02,NOD SHIFT 1,D2,2,D,No drug,4,X,1.069
AB13,Rec-,300720,T02,NOD SHIFT 1,D3,3,D,No drug,4,X,1
AB13,Rec-,300720,T02,NOD SHIFT 1,D4,4,D,No drug,4,X,0.956
AB13,Rec-,300720,T02,NOD SHIFT 1,D5,5,D,No drug,4,X,0.939
AB13,Rec-,300720,T02,NOD SHIFT 1,D6,6,D,No drug,4,X,0.943
AB13,Rec-,300720,T02,STR AB3 SHIFT 2,A1,1,A,STP only,5,X,1
AB13,Rec-,300720,T02,STR AB3 SHIFT 2,A2,2,A,STP only,5,X,1.373
AB13,Rec-,300720,T02,STR AB3 SHIFT 2,A3,3,A,STP only,5,X,0.857
AB13,Rec-,300720,T02,STR AB3 SHIFT 2,A4,4,A,STP only,5,S,0.839
AB13,Rec-,300720,T02,STR AB3 SHIFT 2,A5,5,A,STP only,5,S,0.9
AB13,Rec-,300720,T02,STR AB3 SHIFT 2,A6,6,A,STP only,5,S,0.894
AB13,Rec-,300720,T02,STR AB3 SHIFT 2,B1,1,B,STP only,6,X,0.927
AB13,Rec-,300720,T02,STR AB3 SHIFT 2,B2,2,B,STP only,6,X,1.581
AB13,Rec-,300720,T02,STR AB3 SHIFT 2,B3,3,B,STP only,6,X,0.882
AB13,Rec-,300720,T02,STR AB3 SHIFT 2,B4,4,B,STP only,6,S,0.889
AB13,Rec-,300720,T02,STR AB3 SHIFT 2,B5,5,B,STP only,6,S,0.914
AB13,Rec-,300720,T02,STR AB3 SHIFT 2,B6,6,B,STP only,6,S,0.941
AB13,Rec-,300720,T02,STR AB3 SHIFT 2,C1,1,C,STP only,7,X,1.619
AB13,Rec-,300720,T02,STR AB3 SHIFT 2,C2,2,C,STP only,7,X,0.935
AB13,Rec-,300720,T02,STR AB3 SHIFT 2,C3,3,C,STP only,7,X,0.923
AB13,Rec-,300720,T02,STR AB3 SHIFT 2,C4,4,C,STP only,7,S,0.921
AB13,Rec-,300720,T02,STR AB3 SHIFT 2,C5,5,C,STP only,7,S,0.926
AB13,Rec-,300720,T02,STR AB3 SHIFT 2,C6,6,C,STP only,7,S,0.899
AB13,Rec-,300720,T02,STR AB3 SHIFT 2,D1,1,D,STP only,8,X,1.293
AB13,Rec-,300720,T02,STR AB3 SHIFT 2,D2,2,D,STP only,8,X,1.142
AB13,Rec-,300720,T02,STR AB3 SHIFT 2,D3,3,D,STP only,8,X,1.71
AB13,Rec-,300720,T02,STR AB3 SHIFT 2,D4,4,D,STP only,8,S,0.975
AB13,Rec-,300720,T02,STR AB3 SHIFT 2,D5,5,D,STP only,8,S,0.9
AB13,Rec-,300720,T02,STR AB3 SHIFT 2,D6,6,D,STP only,8,S,0.847
AB13,Rec-,300720,T02,RIF AB3 SHIFT 2,A1,1,A,RIF only,5,X,0.974
AB13,Rec-,300720,T02,RIF AB3 SHIFT 2,A2,2,A,RIF only,5,X,0.912
AB13,Rec-,300720,T02,RIF AB3 SHIFT 2,A3,3,A,RIF only,5,X,1.494
AB13,Rec-,300720,T02,RIF AB3 SHIFT 2,A4,4,A,RIF only,5,R,0.925
AB13,Rec-,300720,T02,RIF AB3 SHIFT 2,A5,5,A,RIF only,5,R,0.919
AB13,Rec-,300720,T02,RIF AB3 SHIFT 2,A6,6,A,RIF only,5,R,0.876
AB13,Rec-,300720,T02,RIF AB3 SHIFT 2,B1,1,B,RIF only,6,X,0.962
AB13,Rec-,300720,T02,RIF AB3 SHIFT 2,B2,2,B,RIF only,6,X,0.926
AB13,Rec-,300720,T02,RIF AB3 SHIFT 2,B3,3,B,RIF only,6,X,0.903
AB13,Rec-,300720,T02,RIF AB3 SHIFT 2,B4,4,B,RIF only,6,R,0.921
AB13,Rec-,300720,T02,RIF AB3 SHIFT 2,B5,5,B,RIF only,6,R,0.944
AB13,Rec-,300720,T02,RIF AB3 SHIFT 2,B6,6,B,RIF only,6,R,0.919
AB13,Rec-,300720,T02,RIF AB3 SHIFT 2,C1,1,C,RIF only,7,X,1.015
AB13,Rec-,300720,T02,RIF AB3 SHIFT 2,C2,2,C,RIF only,7,X,1.508
AB13,Rec-,300720,T02,RIF AB3 SHIFT 2,C3,3,C,RIF only,7,X,1.433
AB13,Rec-,300720,T02,RIF AB3 SHIFT 2,C4,4,C,RIF only,7,R,0.921
AB13,Rec-,300720,T02,RIF AB3 SHIFT 2,C5,5,C,RIF only,7,R,0.934
AB13,Rec-,300720,T02,RIF AB3 SHIFT 2,C6,6,C,RIF only,7,R,0.907
AB13,Rec-,300720,T02,RIF AB3 SHIFT 2,D1,1,D,RIF only,8,X,1.115
AB13,Rec-,300720,T02,RIF AB3 SHIFT 2,D2,2,D,RIF only,8,X,1.771
AB13,Rec-,300720,T02,RIF AB3 SHIFT 2,D3,3,D,RIF only,8,X,1.694
AB13,Rec-,300720,T02,RIF AB3 SHIFT 2,D4,4,D,RIF only,8,R,0.91
AB13,Rec-,300720,T02,RIF AB3 SHIFT 2,D5,5,D,RIF only,8,R,0.953
AB13,Rec-,300720,T02,RIF AB3 SHIFT 2,D6,6,D,RIF only,8,R,0.917
AB13,Rec-,300720,T02,MIX AB3 SHIFT 2,A1,1,A,Mixed,5,X,0.963
AB13,Rec-,300720,T02,MIX AB3 SHIFT 2,A2,2,A,Mixed,5,X,0.904
AB13,Rec-,300720,T02,MIX AB3 SHIFT 2,A3,3,A,Mixed,5,X,0.907
AB13,Rec-,300720,T02,MIX AB3 SHIFT 2,A4,4,A,Mixed,5,S,0.863
AB13,Rec-,300720,T02,MIX AB3 SHIFT 2,A5,5,A,Mixed,5,R,0.932
AB13,Rec-,300720,T02,MIX AB3 SHIFT 2,A6,6,A,Mixed,5,B,0.065
AB13,Rec-,300720,T02,MIX AB3 SHIFT 2,B1,1,B,Mixed,6,X,0.956
AB13,Rec-,300720,T02,MIX AB3 SHIFT 2,B2,2,B,Mixed,6,X,0.955
AB13,Rec-,300720,T02,MIX AB3 SHIFT 2,B3,3,B,Mixed,6,X,1.459
AB13,Rec-,300720,T02,MIX AB3 SHIFT 2,B4,4,B,Mixed,6,S,0.951
AB13,Rec-,300720,T02,MIX AB3 SHIFT 2,B5,5,B,Mixed,6,R,0.979
AB13,Rec-,300720,T02,MIX AB3 SHIFT 2,B6,6,B,Mixed,6,B,0.066
AB13,Rec-,300720,T02,MIX AB3 SHIFT 2,C1,1,C,Mixed,7,X,1.004
AB13,Rec-,300720,T02,MIX AB3 SHIFT 2,C2,2,C,Mixed,7,X,1.378
AB13,Rec-,300720,T02,MIX AB3 SHIFT 2,C3,3,C,Mixed,7,X,0.995
AB13,Rec-,300720,T02,MIX AB3 SHIFT 2,C4,4,C,Mixed,7,S,0.936
AB13,Rec-,300720,T02,MIX AB3 SHIFT 2,C5,5,C,Mixed,7,R,0.954
AB13,Rec-,300720,T02,MIX AB3 SHIFT 2,C6,6,C,Mixed,7,B,0.065
AB13,Rec-,300720,T02,MIX AB3 SHIFT 2,D1,1,D,Mixed,8,X,1.048
AB13,Rec-,300720,T02,MIX AB3 SHIFT 2,D2,2,D,Mixed,8,X,1.042
AB13,Rec-,300720,T02,MIX AB3 SHIFT 2,D3,3,D,Mixed,8,X,1.032
AB13,Rec-,300720,T02,MIX AB3 SHIFT 2,D4,4,D,Mixed,8,S,0.975
AB13,Rec-,300720,T02,MIX AB3 SHIFT 2,D5,5,D,Mixed,8,R,0.965
AB13,Rec-,300720,T02,MIX AB3 SHIFT 2,D6,6,D,Mixed,8,B,0.065
AB13,Rec-,300720,T02,CMB AB3 SHIFT 2,A1,1,A,Combination,5,X,0.958
AB13,Rec-,300720,T02,CMB AB3 SHIFT 2,A2,2,A,Combination,5,X,0.979
AB13,Rec-,300720,T02,CMB AB3 SHIFT 2,A3,3,A,Combination,5,X,0.956
AB13,Rec-,300720,T02,CMB AB3 SHIFT 2,A4,4,A,Combination,5,B,0.065
AB13,Rec-,300720,T02,CMB AB3 SHIFT 2,A5,5,A,Combination,5,B,0.064
AB13,Rec-,300720,T02,CMB AB3 SHIFT 2,A6,6,A,Combination,5,B,0.062
AB13,Rec-,300720,T02,CMB AB3 SHIFT 2,B1,1,B,Combination,6,X,0.964
AB13,Rec-,300720,T02,CMB AB3 SHIFT 2,B2,2,B,Combination,6,X,0.958
AB13,Rec-,300720,T02,CMB AB3 SHIFT 2,B3,3,B,Combination,6,X,0.987
