Strain,Rec,date,transfer,plateID,wellID,wellCol,wellRow,Treatment,Replicate,Environment,OD
AB3,Rec+,070820,T10,NOD SHIFT 1,C1,1,C,No drug,3,X,0.946
AB3,Rec+,070820,T10,NOD SHIFT 1,C2,2,C,No drug,3,X,0.987
AB3,Rec+,070820,T10,NOD SHIFT 1,C3,3,C,No drug,3,X,0.775
AB3,Rec+,070820,T10,NOD SHIFT 1,C4,4,C,No drug,3,X,0.945
AB3,Rec+,070820,T10,NOD SHIFT 1,C5,5,C,No drug,3,X,1.231
AB3,Rec+,070820,T10,NOD SHIFT 1,C6,6,C,No drug,3,X,1.179
AB3,Rec+,070820,T10,NOD SHIFT 1,D1,1,D,No drug,4,X,0.798
AB3,Rec+,070820,T10,NOD SHIFT 1,D2,2,D,No drug,4,X,0.801
AB3,Rec+,070820,T10,NOD SHIFT 1,D3,3,D,No drug,4,X,1.062
AB3,Rec+,070820,T10,NOD SHIFT 1,D4,4,D,No drug,4,X,0.895
AB3,Rec+,070820,T10,NOD SHIFT 1,D5,5,D,No drug,4,X,1.091
AB3,Rec+,070820,T10,NOD SHIFT 1,D6,6,D,No drug,4,X,1.167
AB3,Rec+,070820,T10,STR AB3 SHIFT 2,A1,1,A,STP only,5,X,0.562
AB3,Rec+,070820,T10,STR AB3 SHIFT 2,A2,2,A,STP only,5,X,0.669
AB3,Rec+,070820,T10,STR AB3 SHIFT 2,A3,3,A,STP only,5,X,0.659
AB3,Rec+,070820,T10,STR AB3 SHIFT 2,A4,4,A,STP only,5,S,0.77
AB3,Rec+,070820,T10,STR AB3 SHIFT 2,A5,5,A,STP only,5,S,0.853
AB3,Rec+,070820,T10,STR AB3 SHIFT 2,A6,6,A,STP only,5,S,0.841
AB3,Rec+,070820,T10,STR AB3 SHIFT 2,B1,1,B,STP only,6,X,0.608
AB3,Rec+,070820,T10,STR AB3 SHIFT 2,B2,2,B,STP only,6,X,0.551
AB3,Rec+,070820,T10,STR AB3 SHIFT 2,B3,3,B,STP only,6,X,0.55
AB3,Rec+,070820,T10,STR AB3 SHIFT 2,B4,4,B,STP only,6,S,0.677
AB3,Rec+,070820,T10,STR AB3 SHIFT 2,B5,5,B,STP only,6,S,0.674
AB3,Rec+,070820,T10,STR AB3 SHIFT 2,B6,6,B,STP only,6,S,0.74
AB3,Rec+,070820,T10,STR AB3 SHIFT 2,C1,1,C,STP only,7,X,0.46
AB3,Rec+,070820,T10,STR AB3 SHIFT 2,C2,2,C,STP only,7,X,0.464
AB3,Rec+,070820,T10,STR AB3 SHIFT 2,C3,3,C,STP only,7,X,0.419
AB3,Rec+,070820,T10,STR AB3 SHIFT 2,C4,4,C,STP only,7,S,0.568
AB3,Rec+,070820,T10,STR AB3 SHIFT 2,C5,5,C,STP only,7,S,0.579
AB3,Rec+,070820,T10,STR AB3 SHIFT 2,C6,6,C,STP only,7,S,0.576
AB3,Rec+,070820,T10,STR AB3 SHIFT 2,D1,1,D,STP only,8,X,0.72
AB3,Rec+,070820,T10,STR AB3 SHIFT 2,D2,2,D,STP only,8,X,0.697
AB3,Rec+,070820,T10,STR AB3 SHIFT 2,D3,3,D,STP only,8,X,0.69
AB3,Rec+,070820,T10,STR AB3 SHIFT 2,D4,4,D,STP only,8,S,0.552
AB3,Rec+,070820,T10,STR AB3 SHIFT 2,D5,5,D,STP only,8,S,0.549
AB3,Rec+,070820,T10,STR AB3 SHIFT 2,D6,6,D,STP only,8,S,0.543
AB3,Rec+,070820,T10,RIF AB3 SHIFT 2,A1,1,A,RIF only,5,X,0.467
AB3,Rec+,070820,T10,RIF AB3 SHIFT 2,A2,2,A,RIF only,5,X,0.481
AB3,Rec+,070820,T10,RIF AB3 SHIFT 2,A3,3,A,RIF only,5,X,1.01
AB3,Rec+,070820,T10,RIF AB3 SHIFT 2,A4,4,A,RIF only,5,R,0.702
AB3,Rec+,070820,T10,RIF AB3 SHIFT 2,A5,5,A,RIF only,5,R,0.64
AB3,Rec+,070820,T10,RIF AB3 SHIFT 2,A6,6,A,RIF only,5,R,0.742
AB3,Rec+,070820,T10,RIF AB3 SHIFT 2,B1,1,B,RIF only,6,X,0.615
AB3,Rec+,070820,T10,RIF AB3 SHIFT 2,B2,2,B,RIF only,6,X,0.532
AB3,Rec+,070820,T10,RIF AB3 SHIFT 2,B3,3,B,RIF only,6,X,0.695
AB3,Rec+,070820,T10,RIF AB3 SHIFT 2,B4,4,B,RIF only,6,R,0.559
AB3,Rec+,070820,T10,RIF AB3 SHIFT 2,B5,5,B,RIF only,6,R,0.606
AB3,Rec+,070820,T10,RIF AB3 SHIFT 2,B6,6,B,RIF only,6,R,0.619
AB3,Rec+,070820,T10,RIF AB3 SHIFT 2,C1,1,C,RIF only,7,X,0.623
AB3,Rec+,070820,T10,RIF AB3 SHIFT 2,C2,2,C,RIF only,7,X,0.604
AB3,Rec+,070820,T10,RIF AB3 SHIFT 2,C3,3,C,RIF only,7,X,0.6
AB3,Rec+,070820,T10,RIF AB3 SHIFT 2,C4,4,C,RIF only,7,R,0.592
AB3,Rec+,070820,T10,RIF AB3 SHIFT 2,C5,5,C,RIF only,7,R,0.604
AB3,Rec+,070820,T10,RIF AB3 SHIFT 2,C6,6,C,RIF only,7,R,0.595
AB3,Rec+,070820,T10,RIF AB3 SHIFT 2,D1,1,D,RIF only,8,X,0.741
AB3,Rec+,070820,T10,RIF AB3 SHIFT 2,D2,2,D,RIF only,8,X,0.745
AB3,Rec+,070820,T10,RIF AB3 SHIFT 2,D3,3,D,RIF only,8,X,0.756
AB3,Rec+,070820,T10,RIF AB3 SHIFT 2,D4,4,D,RIF only,8,R,0.537
AB3,Rec+,070820,T10,RIF AB3 SHIFT 2,D5,5,D,RIF only,8,R,0.506
AB3,Rec+,070820,T10,RIF AB3 SHIFT 2,D6,6,D,RIF only,8,R,0.556
AB3,Rec+,070820,T10,MIX AB3 SHIFT 2,A1,1,A,Mixed,5,X,0.477
AB3,Rec+,070820,T10,MIX AB3 SHIFT 2,A2,2,A,Mixed,5,X,0.85
AB3,Rec+,070820,T10,MIX AB3 SHIFT 2,A3,3,A,Mixed,5,X,0.535
AB3,Rec+,070820,T10,MIX AB3 SHIFT 2,A4,4,A,Mixed,5,S,0.778
AB3,Rec+,070820,T10,MIX AB3 SHIFT 2,A5,5,A,Mixed,5,R,0.648
AB3,Rec+,070820,T10,MIX AB3 SHIFT 2,A6,6,A,Mixed,5,B,0.855
AB3,Rec+,070820,T10,MIX AB3 SHIFT 2,B1,1,B,Mixed,6,X,0.671
AB3,Rec+,070820,T10,MIX AB3 SHIFT 2,B2,2,B,Mixed,6,X,0.708
AB3,Rec+,070820,T10,MIX AB3 SHIFT 2,B3,3,B,Mixed,6,X,0.681
AB3,Rec+,070820,T10,MIX AB3 SHIFT 2,B4,4,B,Mixed,6,S,0.692
AB3,Rec+,070820,T10,MIX AB3 SHIFT 2,B5,5,B,Mixed,6,R,0.609
AB3,Rec+,070820,T10,MIX AB3 SHIFT 2,B6,6,B,Mixed,6,B,0.717
AB3,Rec+,070820,T10,MIX AB3 SHIFT 2,C1,1,C,Mixed,7,X,0.526
AB3,Rec+,070820,T10,MIX AB3 SHIFT 2,C2,2,C,Mixed,7,X,0.439
AB3,Rec+,070820,T10,MIX AB3 SHIFT 2,C3,3,C,Mixed,7,X,0.447
AB3,Rec+,070820,T10,MIX AB3 SHIFT 2,C4,4,C,Mixed,7,S,0.655
AB3,Rec+,070820,T10,MIX AB3 SHIFT 2,C5,5,C,Mixed,7,R,0.68
AB3,Rec+,070820,T10,MIX AB3 SHIFT 2,C6,6,C,Mixed,7,B,0.696
AB3,Rec+,070820,T10,MIX AB3 SHIFT 2,D1,1,D,Mixed,8,X,0.861
AB3,Rec+,070820,T10,MIX AB3 SHIFT 2,D2,2,D,Mixed,8,X,0.735
AB3,Rec+,070820,T10,MIX AB3 SHIFT 2,D3,3,D,Mixed,8,X,0.782
AB3,Rec+,070820,T10,MIX AB3 SHIFT 2,D4,4,D,Mixed,8,S,0.6
AB3,Rec+,070820,T10,MIX AB3 SHIFT 2,D5,5,D,Mixed,8,R,0.538
AB3,Rec+,070820,T10,MIX AB3 SHIFT 2,D6,6,D,Mixed,8,B,0.597
AB3,Rec+,070820,T10,CMB AB3 SHIFT 2,A1,1,A,Combination,5,X,0.878
AB3,Rec+,070820,T10,CMB AB3 SHIFT 2,A2,2,A,Combination,5,X,0.86
AB3,Rec+,070820,T10,CMB AB3 SHIFT 2,A3,3,A,Combination,5,X,0.885
AB3,Rec+,070820,T10,CMB AB3 SHIFT 2,A4,4,A,Combination,5,B,0.062
AB3,Rec+,070820,T10,CMB AB3 SHIFT 2,A5,5,A,Combination,5,B,0.061
AB3,Rec+,070820,T10,CMB AB3 SHIFT 2,A6,6,A,Combination,5,B,0.063
AB3,Rec+,070820,T10,CMB AB3 SHIFT 2,B1,1,B,Combination,6,X,0.936
AB3,Rec+,070820,T10,CMB AB3 SHIFT 2,B2,2,B,Combination,6,X,0.891
AB3,Rec+,070820,T10,CMB AB3 SHIFT 2,B3,3,B,Combination,6,X,0.911
AB3,Rec+,070820,T10,CMB AB3 SHIFT 2,B4,4,B,Combination,6,B,0.062
AB3,Rec+,070820,T10,CMB AB3 SHIFT 2,B5,5,B,Combination,6,B,0.062
AB3,Rec+,070820,T10,CMB AB3 SHIFT 2,B6,6,B,Combination,6,B,0.062
AB3,Rec+,070820,T10,CMB AB3 SHIFT 2,C1,1,C,Combination,7,X,0.854
AB3,Rec+,070820,T10,CMB AB3 SHIFT 2,C2,2,C,Combination,7,X,0.813
AB3,Rec+,070820,T10,CMB AB3 SHIFT 2,C3,3,C,Combination,7,X,0.833
AB3,Rec+,070820,T10,CMB AB3 SHIFT 2,C4,4,C,Combination,7,B,0.062
AB3,Rec+,070820,T10,CMB AB3 SHIFT 2,C5,5,C,Combination,7,B,0.064
AB3,Rec+,070820,T10,CMB AB3 SHIFT 2,C6,6,C,Combination,7,B,0.061
AB3,Rec+,070820,T10,CMB AB3 SHIFT 2,D1,1,D,Combination,8,X,0.808
AB3,Rec+,070820,T10,CMB AB3 SHIFT 2,D2,2,D,Combination,8,X,0.82
AB3,Rec+,070820,T10,CMB AB3 SHIFT 2,D3,3,D,Combination,8,X,0.788
AB3,Rec+,070820,T10,CMB AB3 SHIFT 2,D4,4,D,Combination,8,B,0.063
AB3,Rec+,070820,T10,CMB AB3 SHIFT 2,D5,5,D,Combination,8,B,0.062
AB3,Rec+,070820,T10,CMB AB3 SHIFT 2,D6,6,D,Combination,8,B,0.064
AB3,Rec+,070820,T10,NOD 1 SHIFT 2,A1,1,A,No drug,5,X,0.946
AB3,Rec+,070820,T10,NOD 1 SHIFT 2,A2,2,A,No drug,5,X,0.987
AB3,Rec+,070820,T10,NOD 1 SHIFT 2,A3,3,A,No drug,5,X,0.775
AB3,Rec+,070820,T10,NOD 1 SHIFT 2,A4,4,A,No drug,5,X,0.945
AB3,Rec+,070820,T10,NOD 1 SHIFT 2,A5,5,A,No drug,5,X,1.231
AB3,Rec+,070820,T10,NOD 1 SHIFT 2,A6,6,A,No drug,5,X,1.179
AB3,Rec+,070820,T10,NOD 1 SHIFT 2,B1,1,B,No drug,6,X,0.798
AB3,Rec+,070820,T10,NOD 1 SHIFT 2,B2,2,B,No drug,6,X,0.801
AB3,Rec+,070820,T10,NOD 1 SHIFT 2,B3,3,B,No drug,6,X,1.062
AB3,Rec+,070820,T10,NOD 1 SHIFT 2,B4,4,B,No drug,6,X,0.895
AB3,Rec+,070820,T10,NOD 1 SHIFT 2,B5,5,B,No drug,6,X,1.091
AB3,Rec+,070820,T10,NOD 1 SHIFT 2,B6,6,B,No drug,6,X,1.167
AB3,Rec+,070820,T10,NOD 1 SHIFT 2,C1,1,C,No drug,7,X,0
AB3,Rec+,070820,T10,NOD 1 SHIFT 2,C2,2,C,No drug,7,X,0
AB3,Rec+,070820,T10,NOD 1 SHIFT 2,C3,3,C,No drug,7,X,0
AB3,Rec+,070820,T10,NOD 1 SHIFT 2,C4,4,C,No drug,7,X,0
AB3,Rec+,070820,T10,NOD 1 SHIFT 2,C5,5,C,No drug,7,X,0
AB3,Rec+,070820,T10,NOD 1 SHIFT 2,C6,6,C,No drug,7,X,0
AB3,Rec+,070820,T10,NOD 1 SHIFT 2,D1,1,D,No drug,8,X,0
AB3,Rec+,070820,T10,NOD 1 SHIFT 2,D2,2,D,No drug,8,X,0
AB3,Rec+,070820,T10,NOD 1 SHIFT 2,D3,3,D,No drug,8,X,0
AB3,Rec+,070820,T10,NOD 1 SHIFT 2,D4,4,D,No drug,8,X,0
AB3,Rec+,070820,T10,NOD 1 SHIFT 2,D5,5,D,No drug,8,X,0
AB3,Rec+,070820,T10,NOD 1 SHIFT 2,D6,6,D,No drug,8,X,0
AB13,Rec-,290720,T01,STR AB3 SHIFT 1,A1,1,A,STP only,1,X,0.983
AB13,Rec-,290720,T01,STR AB3 SHIFT 1,A2,2,A,STP only,1,X,0.967
AB13,Rec-,290720,T01,STR AB3 SHIFT 1,A3,3,A,STP only,1,X,0.885
AB13,Rec-,290720,T01,STR AB3 SHIFT 1,A4,4,A,STP only,1,S,0.846
AB13,Rec-,290720,T01,STR AB3 SHIFT 1,A5,5,A,STP only,1,S,0.841
AB13,Rec-,290720,T01,STR AB3 SHIFT 1,A6,6,A,STP only,1,S,0.895
AB13,Rec-,290720,T01,STR AB3 SHIFT 1,B1,1,B,STP only,2,X,0.966
AB13,Rec-,290720,T01,STR AB3 SHIFT 1,B2,2,B,STP only,2,X,0.959
AB13,Rec-,290720,T01,STR AB3 SHIFT 1,B3,3,B,STP only,2,X,0.913
AB13,Rec-,290720,T01,STR AB3 SHIFT 1,B4,4,B,STP only,2,S,0.854
AB13,Rec-,290720,T01,STR AB3 SHIFT 1,B5,5,B,STP only,2,S,0.848
AB13,Rec-,290720,T01,STR AB3 SHIFT 1,B6,6,B,STP only,2,S,0.908
AB13,Rec-,290720,T01,STR AB3 SHIFT 1,C1,1,C,STP only,3,X,0.983
AB13,Rec-,290720,T01,STR AB3 SHIFT 1,C2,2,C,STP only,3,X,0.986
AB13,Rec-,290720,T01,STR AB3 SHIFT 1,C3,3,C,STP only,3,X,0.938
AB13,Rec-,290720,T01,STR AB3 SHIFT 1,C4,4,C,STP only,3,S,0.866
AB13,Rec-,290720,T01,STR AB3 SHIFT 1,C5,5,C,STP only,3,S,0.866
AB13,Rec-,290720,T01,STR AB3 SHIFT 1,C6,6,C,STP only,3,S,0.935
AB13,Rec-,290720,T01,STR AB3 SHIFT 1,D1,1,D,STP only,4,X,0.994
AB13,Rec-,290720,T01,STR AB3 SHIFT 1,D2,2,D,STP only,4,X,0.912
AB13,Rec-,290720,T01,STR AB3 SHIFT 1,D3,3,D,STP only,4,X,0.875
AB13,Rec-,290720,T01,STR AB3 SHIFT 1,D4,4,D,STP only,4,S,0.841
AB13,Rec-,290720,T01,STR AB3 SHIFT 1,D5,5,D,STP only,4,S,0.915
AB13,Rec-,290720,T01,STR AB3 SHIFT 1,D6,6,D,STP only,4,S,0.875
AB13,Rec-,290720,T01,RIF AB3 SHIFT 1,A1,1,A,RIF only,1,X,0.925
AB13,Rec-,290720,T01,RIF AB3 SHIFT 1,A2,2,A,RIF only,1,X,0.935
AB13,Rec-,290720,T01,RIF AB3 SHIFT 1,A3,3,A,RIF only,1,X,0.919
AB13,Rec-,290720,T01,RIF AB3 SHIFT 1,A4,4,A,RIF only,1,R,0.809
AB13,Rec-,290720,T01,RIF AB3 SHIFT 1,A5,5,A,RIF only,1,R,0.8
AB13,Rec-,290720,T01,RIF AB3 SHIFT 1,A6,6,A,RIF only,1,R,0.84
AB13,Rec-,290720,T01,RIF AB3 SHIFT 1,B1,1,B,RIF only,2,X,0.941
AB13,Rec-,290720,T01,RIF AB3 SHIFT 1,B2,2,B,RIF only,2,X,0.979
AB13,Rec-,290720,T01,RIF AB3 SHIFT 1,B3,3,B,RIF only,2,X,0.915
AB13,Rec-,290720,T01,RIF AB3 SHIFT 1,B4,4,B,RIF only,2,R,0.905
AB13,Rec-,290720,T01,RIF AB3 SHIFT 1,B5,5,B,RIF only,2,R,0.877
AB13,Rec-,290720,T01,RIF AB3 SHIFT 1,B6,6,B,RIF only,2,R,0.98
AB13,Rec-,290720,T01,RIF AB3 SHIFT 1,C1,1,C,RIF only,3,X,0.929
AB13,Rec-,290720,T01,RIF AB3 SHIFT 1,C2,2,C,RIF only,3,X,0.973
AB13,Rec-,290720,T01,RIF AB3 SHIFT 1,C3,3,C,RIF only,3,X,0.952
AB13,Rec-,290720,T01,RIF AB3 SHIFT 1,C4,4,C,RIF only,3,R,0.862
AB13,Rec-,290720,T01,RIF AB3 SHIFT 1,C5,5,C,RIF only,3,R,0.886
AB13,Rec-,290720,T01,RIF AB3 SHIFT 1,C6,6,C,RIF only,3,R,0.965
AB13,Rec-,290720,T01,RIF AB3 SHIFT 1,D1,1,D,RIF only,4,X,0.971
AB13,Rec-,290720,T01,RIF AB3 SHIFT 1,D2,2,D,RIF only,4,X,0.909
AB13,Rec-,290720,T01,RIF AB3 SHIFT 1,D3,3,D,RIF only,4,X,0.88
AB13,Rec-,290720,T01,RIF AB3 SHIFT 1,D4,4,D,RIF only,4,R,0.848
AB13,Rec-,290720,T01,RIF AB3 SHIFT 1,D5,5,D,RIF only,4,R,0.928
AB13,Rec-,290720,T01,RIF AB3 SHIFT 1,D6,6,D,RIF only,4,R,0.873
AB13,Rec-,290720,T01,MIX AB3 SHIFT 1,A1,1,A,Mixed,1,X,0.886
AB13,Rec-,290720,T01,MIX AB3 SHIFT 1,A2,2,A,Mixed,1,X,0.938
AB13,Rec-,290720,T01,MIX AB3 SHIFT 1,A3,3,A,Mixed,1,X,0.963
AB13,Rec-,290720,T01,MIX AB3 SHIFT 1,A4,4,A,Mixed,1,S,0.984
AB13,Rec-,290720,T01,MIX AB3 SHIFT 1,A5,5,A,Mixed,1,R,0.975
AB13,Rec-,290720,T01,MIX AB3 SHIFT 1,A6,6,A,Mixed,1,B,0.08
AB13,Rec-,290720,T01,MIX AB3 SHIFT 1,B1,1,B,Mixed,2,X,0.984
AB13,Rec-,290720,T01,MIX AB3 SHIFT 1,B2,2,B,Mixed,2,X,0.958
AB13,Rec-,290720,T01,MIX AB3 SHIFT 1,B3,3,B,Mixed,2,X,0.969
AB13,Rec-,290720,T01,MIX AB3 SHIFT 1,B4,4,B,Mixed,2,S,0.976
AB13,Rec-,290720,T01,MIX AB3 SHIFT 1,B5,5,B,Mixed,2,R,1.015
AB13,Rec-,290720,T01,MIX AB3 SHIFT 1,B6,6,B,Mixed,2,B,0.071
AB13,Rec-,290720,T01,MIX AB3 SHIFT 1,C1,1,C,Mixed,3,X,0.944
AB13,Rec-,290720,T01,MIX AB3 SHIFT 1,C2,2,C,Mixed,3,X,0.958
AB13,Rec-,290720,T01,MIX AB3 SHIFT 1,C3,3,C,Mixed,3,X,1.022
AB13,Rec-,290720,T01,MIX AB3 SHIFT 1,C4,4,C,Mixed,3,S,0.991
AB13,Rec-,290720,T01,MIX AB3 SHIFT 1,C5,5,C,Mixed,3,R,1.032
AB13,Rec-,290720,T01,MIX AB3 SHIFT 1,C6,6,C,Mixed,3,B,0.074
AB13,Rec-,290720,T01,MIX AB3 SHIFT 1,D1,1,D,Mixed,4,X,1.064
AB13,Rec-,290720,T01,MIX AB3 SHIFT 1,D2,2,D,Mixed,4,X,1.057
AB13,Rec-,290720,T01,MIX AB3 SHIFT 1,D3,3,D,Mixed,4,X,1.086
AB13,Rec-,290720,T01,MIX AB3 SHIFT 1,D4,4,D,Mixed,4,S,0.975
AB13,Rec-,290720,T01,MIX AB3 SHIFT 1,D5,5,D,Mixed,4,R,0.937
AB13,Rec-,290720,T01,MIX AB3 SHIFT 1,D6,6,D,Mixed,4,B,0.071
AB13,Rec-,290720,T01,CMB AB3 SHIFT 1,A1,1,A,Combination,1,X,0.938
AB13,Rec-,290720,T01,CMB AB3 SHIFT 1,A2,2,A,Combination,1,X,0.996
AB13,Rec-,290720,T01,CMB AB3 SHIFT 1,A3,3,A,Combination,1,X,1.079
AB13,Rec-,290720,T01,CMB AB3 SHIFT 1,A4,4,A,Combination,1,B,0.087
AB13,Rec-,290720,T01,CMB AB3 SHIFT 1,A5,5,A,Combination,1,B,0.075
AB13,Rec-,290720,T01,CMB AB3 SHIFT 1,A6,6,A,Combination,1,B,0.071
AB13,Rec-,290720,T01,CMB AB3 SHIFT 1,B1,1,B,Combination,2,X,0.959
AB13,Rec-,290720,T01,CMB AB3 SHIFT 1,B2,2,B,Combination,2,X,1.021
AB13,Rec-,290720,T01,CMB AB3 SHIFT 1,B3,3,B,Combination,2,X,1.056
AB13,Rec-,290720,T01,CMB AB3 SHIFT 1,B4,4,B,Combination,2,B,0.075
AB13,Rec-,290720,T01,CMB AB3 SHIFT 1,B5,5,B,Combination,2,B,0.078
AB13,Rec-,290720,T01,CMB AB3 SHIFT 1,B6,6,B,Combination,2,B,0.071
AB13,Rec-,290720,T01,CMB AB3 SHIFT 1,C1,1,C,Combination,3,X,1.037
AB13,Rec-,290720,T01,CMB AB3 SHIFT 1,C2,2,C,Combination,3,X,1.023
AB13,Rec-,290720,T01,CMB AB3 SHIFT 1,C3,3,C,Combination,3,X,1.08
AB13,Rec-,290720,T01,CMB AB3 SHIFT 1,C4,4,C,Combination,3,B,0.079
AB13,Rec-,290720,T01,CMB AB3 SHIFT 1,C5,5,C,Combination,3,B,0.075
AB13,Rec-,290720,T01,CMB AB3 SHIFT 1,C6,6,C,Combination,3,B,0.072
AB13,Rec-,290720,T01,CMB AB3 SHIFT 1,D1,1,D,Combination,4,X,1.148
AB13,Rec-,290720,T01,CMB AB3 SHIFT 1,D2,2,D,Combination,4,X,1.128
AB13,Rec-,290720,T01,CMB AB3 SHIFT 1,D3,3,D,Combination,4,X,1.116
AB13,Rec-,290720,T01,CMB AB3 SHIFT 1,D4,4,D,Combination,4,B,0.071
AB13,Rec-,290720,T01,CMB AB3 SHIFT 1,D5,5,D,Combination,4,B,0.071
AB13,Rec-,290720,T01,CMB AB3 SHIFT 1,D6,6,D,Combination,4,B,0.07
AB13,Rec-,290720,T01,NOD SHIFT 1,A1,1,A,No drug,1,X,0.939
AB13,Rec-,290720,T01,NOD SHIFT 1,A2,2,A,No drug,1,X,0.95
AB13,Rec-,290720,T01,NOD SHIFT 1,A3,3,A,No drug,1,X,0.933
AB13,Rec-,290720,T01,NOD SHIFT 1,A4,4,A,No drug,1,X,0.97
AB13,Rec-,290720,T01,NOD SHIFT 1,A5,5,A,No drug,1,X,1.009
AB13,Rec-,290720,T01,NOD SHIFT 1,A6,6,A,No drug,1,X,1.056
AB13,Rec-,290720,T01,NOD SHIFT 1,B1,1,B,No drug,2,X,0.943
AB13,Rec-,290720,T01,NOD SHIFT 1,B2,2,B,No drug,2,X,0.931
AB13,Rec-,290720,T01,NOD SHIFT 1,B3,3,B,No drug,2,X,0.947
AB13,Rec-,290720,T01,NOD SHIFT 1,B4,4,B,No drug,2,X,0.98
AB13,Rec-,290720,T01,NOD SHIFT 1,B5,5,B,No drug,2,X,1.009
AB13,Rec-,290720,T01,NOD SHIFT 1,B6,6,B,No drug,2,X,1.042
AB13,Rec-,290720,T01,NOD SHIFT 1,C1,1,C,No drug,3,X,1.02
AB13,Rec-,290720,T01,NOD SHIFT 1,C2,2,C,No drug,3,X,0.957
AB13,Rec-,290720,T01,NOD SHIFT 1,C3,3,C,No drug,3,X,0.9
AB13,Rec-,290720,T01,NOD SHIFT 1,C4,4,C,No drug,3,X,0.882
AB13,Rec-,290720,T01,NOD SHIFT 1,C5,5,C,No drug,3,X,0.869
AB13,Rec-,290720,T01,NOD SHIFT 1,C6,6,C,No drug,3,X,0.966
AB13,Rec-,290720,T01,NOD SHIFT 1,D1,1,D,No drug,4,X,1.035
AB13,Rec-,290720,T01,NOD SHIFT 1,D2,2,D,No drug,4,X,0.972
AB13,Rec-,290720,T01,NOD SHIFT 1,D3,3,D,No drug,4,X,0.909
AB13,Rec-,290720,T01,NOD SHIFT 1,D4,4,D,No drug,4,X,0.867
AB13,Rec-,290720,T01,NOD SHIFT 1,D5,5,D,No drug,4,X,0.853
AB13,Rec-,290720,T01,NOD SHIFT 1,D6,6,D,No drug,4,X,0.875
AB13,Rec-,290720,T01,STR AB3 SHIFT 2,A1,1,A,STP only,5,X,0.888
AB13,Rec-,290720,T01,STR AB3 SHIFT 2,A2,2,A,STP only,5,X,0.904
AB13,Rec-,290720,T01,STR AB3 SHIFT 2,A3,3,A,STP only,5,X,1.017
AB13,Rec-,290720,T01,STR AB3 SHIFT 2,A4,4,A,STP only,5,S,0.868
AB13,Rec-,290720,T01,STR AB3 SHIFT 2,A5,5,A,STP only,5,S,0.885
AB13,Rec-,290720,T01,STR AB3 SHIFT 2,A6,6,A,STP only,5,S,0.853
AB13,Rec-,290720,T01,STR AB3 SHIFT 2,B1,1,B,STP only,6,X,0.947
AB13,Rec-,290720,T01,STR AB3 SHIFT 2,B2,2,B,STP only,6,X,1.006
AB13,Rec-,290720,T01,STR AB3 SHIFT 2,B3,3,B,STP only,6,X,1.021
AB13,Rec-,290720,T01,STR AB3 SHIFT 2,B4,4,B,STP only,6,S,0.946
AB13,Rec-,290720,T01,STR AB3 SHIFT 2,B5,5,B,STP only,6,S,0.946
AB13,Rec-,290720,T01,STR AB3 SHIFT 2,B6,6,B,STP only,6,S,0.919
AB13,Rec-,290720,T01,STR AB3 SHIFT 2,C1,1,C,STP only,7,X,1.008
AB13,Rec-,290720,T01,STR AB3 SHIFT 2,C2,2,C,STP only,7,X,1.05
AB13,Rec-,290720,T01,STR AB3 SHIFT 2,C3,3,C,STP only,7,X,1.026
AB13,Rec-,290720,T01,STR AB3 SHIFT 2,C4,4,C,STP only,7,S,0.928
AB13,Rec-,290720,T01,STR AB3 SHIFT 2,C5,5,C,STP only,7,S,0.898
AB13,Rec-,290720,T01,STR AB3 SHIFT 2,C6,6,C,STP only,7,S,0.928
AB13,Rec-,290720,T01,STR AB3 SHIFT 2,D1,1,D,STP only,8,X,1.107
AB13,Rec-,290720,T01,STR AB3 SHIFT 2,D2,2,D,STP only,8,X,1.127
AB13,Rec-,290720,T01,STR AB3 SHIFT 2,D3,3,D,STP only,8,X,1.107
AB13,Rec-,290720,T01,STR AB3 SHIFT 2,D4,4,D,STP only,8,S,0.938
AB13,Rec-,290720,T01,STR AB3 SHIFT 2,D5,5,D,STP only,8,S,0.9
AB13,Rec-,290720,T01,STR AB3 SHIFT 2,D6,6,D,STP only,8,S,0.839
AB13,Rec-,290720,T01,RIF AB3 SHIFT 2,A1,1,A,RIF only,5,X,0.866
AB13,Rec-,290720,T01,RIF AB3 SHIFT 2,A2,2,A,RIF only,5,X,0.851
AB13,Rec-,290720,T01,RIF AB3 SHIFT 2,A3,3,A,RIF only,5,X,0.875
AB13,Rec-,290720,T01,RIF AB3 SHIFT 2,A4,4,A,RIF only,5,R,0.871
AB13,Rec-,290720,T01,RIF AB3 SHIFT 2,A5,5,A,RIF only,5,R,0.893
AB13,Rec-,290720,T01,RIF AB3 SHIFT 2,A6,6,A,RIF only,5,R,0.84
AB13,Rec-,290720,T01,RIF AB3 SHIFT 2,B1,1,B,RIF only,6,X,0.957
AB13,Rec-,290720,T01,RIF AB3 SHIFT 2,B2,2,B,RIF only,6,X,0.961
AB13,Rec-,290720,T01,RIF AB3 SHIFT 2,B3,3,B,RIF only,6,X,0.962
AB13,Rec-,290720,T01,RIF AB3 SHIFT 2,B4,4,B,RIF only,6,R,0.909
AB13,Rec-,290720,T01,RIF AB3 SHIFT 2,B5,5,B,RIF only,6,R,0.929
